id,text,question_type,difficulty_score,topics,text_length,num_options
1,"Answers recorded on exam paper DEPARTMENT OF ECONOMICS ECON 212 (ASO), 001 - Ludovic Auger August 3rd, 2022 This examination is 3 HOURS in length. There are 2 sections to this examination. Please answer all questions in the exam. If you require more space, there is extra space at the end of the exam. Just be clear where your answers are. For the long answer questions, show ALL your work. No points will be given if you do not. There are 10 multiple choice questions (worth 20% combined) and 6 long answer questions (worth 80% combined). The exam is out of 100 points. The following aids are allowed: Casio FX-991 calculator GOOD LUCK! PLEASE NOTE: Proctors are unable to respond to queries about the interpretation of exam questions. Do your best to answer exam questions as written. This material is copyrighted and is for the sole use of students registered in ECON 212 and writing this exam. This material shall not be distributed or disseminated. Failure to abide by these conditions is a breach of copyright and may also constitute a breach of academic integrity under the University Senate's Academic Integrity Policy Statement.",multiple_choice,0.6329113924050633,,1137,0.0
3,1- Which statement best describes what doing comparative statics means in the context of a demand function?,other,,,107,
8,2- Which of the following best describes what a Leontief production function is?,other,,,80,
13,"3- Let's consider the following 3 production function: {i) Y=x1°75x2%°, (ii) Y=x1°5x2°5, and (iii) Y=x1°?x2°®. Which of the following functions have increasing return to scale?",other,,,176,
21,"4- Consider a firm under these four scenarios: (i) The firm is a monopolist, (ii) the firm is in a duopoly under Cournot, (iii) the firm is in a duopoly under Stackleberg where the firm is the first mover, and (iv) the firm is in a duopoly under Stackleberg where the firm is the second mover. Which statement is the most accurate?",other,,,331,
26,5- Which statement best represents what the risk premium of a lottery is?,other,,,73,
31,6- Which of the following is not considered to be a sunk cost?,other,,,62,
36,7- Which of the following best describes what an equilibrium is?,other,,,64,
41,"8- Thinking of game theory, which of the following best describes what a dominant strategy is?",other,,,94,
46,9- Consider a firm with increasing returns to scale. Which of the following best describes the optimal output for the firm if it wants to maximize profit?,multiple_choice,,,154,0.0
51,10- Which of the following is not a characteristic of a perfectly competitive market? a. The industry is characterized by equal access to resources. b. The industry is fragmented. c. The industry produces many similar but differentiated product. d. Consumers have perfect information about prices.,multiple_choice,,,297,0.0
52,"Long Answer Questions 1- (9pts) Ludo is a risk neutral farmer growing coffee beans on his lands. It is known that growing coffee beans requires an optimal amount of sunshine and water. In the summer, if the weather is good then Ludo will be able to sell $150,000 worth of coffee. If the weather is bad, on the other hand, Ludo will only be able to sell $100,000 worth of coffee. Ontario weather is not great to grow coffee so Ludo expects the weather to be good with a 30% probability and bad with a 70% probability. a. (3pts) Suppose Ludo can buy insurance with an associated premium of $15,000 that will allow him to sell his coffee at a total price of $125,000. Should Ludo buy this insurance policy?",multiple_choice,0.056962025316455694,,703,0.0
53,"b. (3pts) Should he buy the insurance if instead it allows him to sell the coffee at a total price of $130,000? What about $140,000? c. (3pts) If the insurance allows Ludo to sell the coffee at a total price of $135,000, what is the actuary fair insurance premium?",multiple_choice,0.0189873417721519,,264,0.0
55,a. (2pts) Does Montreal have a dominant strategy? (explain),other,0.012658227848101266,,59,
56,b. (3pts) The Toronto General Manager would really like a forward. What is the maximum value x can take such that Toronto picking a Forward is a dominant strategy?,multiple_choice,0.0189873417721519,,163,0.0
57,"c. (3pts) Letting x=10, if they exist find all Pure Strategy Nash equilibrium or explain why there are none.",other,0.0189873417721519,,108,
